ticker,session,iv90,iv100,iv110,skew
A,2024-10-21,31.1425,26.6477,25.3496,5.7928999999999995
A,2024-10-22,31.6746,26.5331,25.0487,6.6259000000000015
A,2024-10-23,32.5146,29.6424,28.2779,4.236700000000003
A,2024-10-24,31.3402,26.9164,27.015,4.325199999999999
A,2024-10-25,33.2993,29.5116,26.6526,6.646700000000003
A,2024-10-28,33.1377,27.491,27.3412,5.796500000000002
A,2024-10-29,34.0302,28.6721,27.3938,6.636400000000002
A,2024-10-30,33.4551,30.8233,30.9418,2.513300000000001
A,2024-10-31,36.4776,31.928,30.3585,6.119100000000003
A,2024-11-01,41.3896,36.078,37.5039,3.8857
A,2024-11-04,36.0396,33.3008,31.7874,4.252199999999998
A,2024-11-05,36.2803,34.9449,30.1938,6.086499999999997
A,2024-11-06,34.0225,30.6626,29.4671,4.555400000000002
A,2024-11-07,37.4993,34.0248,30.1038,7.395499999999998
A,2024-11-08,36.2813,29.1904,29.949,6.3323
A,2024-11-11,33.4714,33.4968,29.458,4.013400000000004
A,2024-11-12,33.239,28.5023,31.8625,1.3764999999999965
A,2024-11-13,35.1935,30.6142,32.3748,2.8186999999999998
A,2024-11-14,39.8283,29.7227,33.5063,6.321999999999996
A,2024-11-15,38.9667,36.0119,34.0811,4.885600000000004
A,2024-11-18,37.8463,34.1106,32.4826,5.3637000000000015
A,2024-11-19,36.1101,33.9277,33.2369,2.873200000000004
A,2024-11-20,37.8306,34.1961,32.9811,4.849499999999999
A,2024-11-21,38.083,34.8672,33.4558,4.627199999999995
A,2024-11-22,37.9254,35.4745,33.7057,4.219700000000003
A,2024-11-25,37.744,37.1389,34.5547,3.189300000000003
A,2024-11-26,28.2864,25.4461,22.7027,5.5837
A,2024-11-27,27.6304,24.0578,23.4255,4.204900000000002
A,2024-11-29,28.8732,25.0072,23.6992,5.1739999999999995
A,2024-12-02,23.825,21.3893,24.8719,-1.0469000000000008
A,2024-12-03,26.8377,23.6984,22.8391,3.9986000000000033
A,2024-12-04,27.6417,23.8554,25.8539,1.7878000000000007
A,2024-12-05,27.9913,24.6807,24.5989,3.3923999999999985
A,2024-12-06,31.9848,27.5405,27.8848,4.100000000000001
A,2024-12-09,30.4633,24.5052,24.6016,5.861699999999999
A,2024-12-10,28.9027,23.508,24.5587,4.343999999999998
A,2024-12-11,28.3336,25.2141,24.618,3.715600000000002
A,2024-12-12,34.5278,25.8653,24.9035,9.624299999999998
A,2024-12-13,28.0733,24.1871,30.1618,-2.0885
A,2024-12-16,28.4883,26.1357,25.101,3.3872999999999998
A,2024-12-17,30.4533,27.2631,21.5954,8.857899999999997
A,2024-12-18,30.3506,28.4692,31.1865,-0.8358999999999988
A,2024-12-19,32.1824,24.4171,26.4369,5.7455
A,2024-12-20,32.2549,25.5367,25.6506,6.6042999999999985
A,2024-12-23,29.7609,23.2422,23.5766,6.1843
A,2024-12-24,28.1398,25.9625,24.9763,3.1635000000000026
A,2024-12-26,29.9779,22.5545,22.8802,7.097700000000003
A,2024-12-27,31.8907,24.9452,25.1516,6.7391000000000005
A,2024-12-30,27.4157,24.493,23.698,3.7177000000000007
A,2024-12-31,28.2646,22.6802,23.32,4.944600000000001
A,2025-01-02,29.7723,25.0569,23.6585,6.113800000000001
A,2025-01-03,29.4533,25.1982,22.1997,7.253599999999999
A,2025-01-06,30.9382,24.9914,24.1166,6.8216
A,2025-01-07,32.9909,26.6378,24.7831,8.207800000000002
A,2025-01-08,29.7226,26.1737,24.2894,5.433199999999999
A,2025-01-10,31.4874,25.825,25.0334,6.454000000000001
A,2025-01-13,30.3885,26.6435,24.5172,5.8713000000000015
A,2025-01-14,29.0385,29.6869,28.3114,0.7271000000000001
A,2025-01-15,29.6636,24.5773,25.7187,3.9449000000000005
A,2025-01-16,27.9936,26.3157,25.4726,2.521000000000001
A,2025-01-17,27.5844,24.7355,22.1129,5.471499999999999
A,2025-01-21,26.488,23.5236,20.8576,5.630399999999998
A,2025-01-22,28.1091,23.9152,23.2606,4.848500000000001
A,2025-01-23,29.9643,25.9252,24.7756,5.188700000000001
A,2025-01-24,29.9507,25.7421,25.8955,4.055200000000003
A,2025-01-27,28.6104,26.5466,24.4191,4.191299999999998
A,2025-01-28,28.4411,25.3602,23.9571,4.483999999999998
A,2025-01-29,29.918,25.3498,22.5004,7.4176
A,2025-01-30,25.976,28.2612,23.3103,2.6656999999999975
A,2025-01-31,29.4478,24.6554,28.2264,1.2213999999999992
A,2025-02-03,30.8378,29.2706,27.3062,3.531600000000001
A,2025-02-04,29.9282,27.9216,23.1956,6.7326000000000015
A,2025-02-05,29.7551,27.0278,23.4704,6.284699999999997
A,2025-02-06,31.9946,27.774,27.4914,4.5032
A,2025-02-07,33.6298,29.1693,28.0282,5.601600000000005
A,2025-02-10,32.0221,27.6913,26.4571,5.565000000000001
A,2025-02-11,30.9203,29.1465,25.0203,5.900000000000002
A,2025-02-12,33.1579,30.1731,28.885,4.272899999999996
A,2025-02-13,33.5933,30.5484,32.6158,0.9774999999999991
A,2025-02-14,33.6221,30.7393,28.6435,4.978600000000004
A,2025-02-18,33.7018,29.6129,29.0245,4.677299999999999
A,2025-02-19,34.8902,32.1603,29.3573,5.5329000000000015
A,2025-02-20,34.9189,32.0658,30.1222,4.796700000000001
A,2025-02-21,35.9278,33.0288,31.3097,4.618099999999998
A,2025-02-24,35.809,32.8062,26.0705,9.738499999999998
A,2025-02-25,29.9718,35.7175,30.4829,-0.511099999999999
A,2025-02-26,36.3948,38.6031,30.6458,5.748999999999995
A,2025-02-27,29.1148,27.9084,24.6482,4.4666
A,2025-02-28,29.1565,23.2568,24.3363,4.8202
A,2025-03-03,36.7844,28.3513,22.3335,14.450899999999997
A,2025-03-04,35.2971,27.2219,27.3598,7.9373000000000005
A,2025-03-05,26.832,27.8496,26.0916,0.7404000000000011
A,2025-03-06,32.7428,28.9945,27.2524,5.490400000000001
A,2025-03-07,38.4652,28.0016,26.7562,11.709000000000003
A,2025-03-10,36.1351,32.991,31.3101,4.825000000000003
A,2025-03-11,35.8539,31.552,29.5861,6.267800000000005
A,2025-03-12,35.5486,31.8694,27.2009,8.3477
A,2025-03-13,35.9495,31.3672,25.3862,10.563300000000002
A,2025-03-14,35.2001,30.2998,26.546,8.6541
A,2025-03-17,31.3993,28.2963,25.934,5.465299999999999
A,2025-03-18,36.0693,25.5636,27.3792,8.690099999999997
A,2025-03-19,30.5149,26.479,25.6509,4.864000000000001
A,2025-03-20,34.8691,27.5155,31.9607,2.908400000000004
A,2025-03-21,26.9286,26.2025,24.1988,2.729800000000001
A,2025-03-24,27.6708,24.7873,22.9147,4.7561
A,2025-03-25,25.2377,25.4341,24.7396,0.4981000000000009
A,2025-03-26,32.0159,26.4347,26.4939,5.522000000000002
A,2025-03-27,29.6048,29.5952,27.6551,1.9497
A,2025-03-28,33.7513,30.9135,28.7653,4.986000000000001
A,2025-03-31,33.6965,30.2449,28.0546,5.6419
A,2025-04-01,33.983,30.8069,29.1377,4.845299999999998
A,2025-04-02,33.4268,30.1728,28.85,4.576799999999999
A,2025-04-03,40.4977,37.9783,35.0241,5.473600000000005
A,2025-04-04,51.4276,50.0367,41.4898,9.937799999999996
A,2025-04-07,53.8139,48.266,45.2298,8.5841
A,2025-04-08,63.5078,57.7211,53.5367,9.9711
A,2025-04-09,44.2283,36.4105,33.4538,10.774499999999996
A,2025-04-10,65.1971,57.6366,44.6162,20.580900000000007
A,2025-04-11,55.225,47.3819,41.8237,13.401299999999999
A,2025-04-14,48.5928,40.209,35.4705,13.122299999999996
A,2025-04-15,42.2597,38.1696,33.0626,9.197099999999999
A,2025-04-16,50.6247,40.9296,35.4295,15.1952
A,2025-04-17,44.1194,37.9318,31.7964,12.323
A,2025-04-21,46.3427,41.5037,37.0811,9.261600000000001
A,2025-04-22,42.2547,37.7203,33.9907,8.264000000000003
A,2025-04-23,43.6204,39.0574,34.5605,9.059899999999999
A,2025-04-24,41.5711,38.0216,32.0151,9.556000000000004
A,2025-04-25,42.8271,35.4738,34.7167,8.110399999999998
A,2025-04-28,41.9212,35.9671,33.4375,8.483699999999999
A,2025-04-29,41.2042,37.0836,33.6224,7.581800000000001
A,2025-04-30,42.0349,37.4007,34.3628,7.6721
A,2025-05-01,41.6255,37.5492,34.2778,7.347700000000003
A,2025-05-02,41.334,36.0899,34.4143,6.919700000000006
A,2025-05-05,41.6105,36.9509,34.5388,7.0717
A,2025-05-06,45.0019,38.4322,34.9944,10.0075
A,2025-05-07,41.9651,35.6533,31.857,10.1081
A,2025-05-08,42.1514,38.4863,35.1621,6.9893
A,2025-05-09,45.0632,39.2594,35.6527,9.410499999999999
A,2025-05-12,40.4825,36.7826,33.2075,7.274999999999999
A,2025-05-13,40.6137,33.8596,34.1439,6.469799999999999
A,2025-05-14,42.6378,38.8048,35.9193,6.718499999999999
A,2025-05-15,40.9424,37.5292,35.8177,5.124699999999997
A,2025-05-16,43.3087,42.6208,36.8531,6.455600000000004
A,2025-05-19,42.2476,38.992,36.9678,5.279800000000002
A,2025-05-20,42.2602,38.1887,32.2996,9.9606
A,2025-05-21,45.7745,40.5878,38.4825,7.292000000000002
A,2025-05-22,46.5696,41.9628,39.1521,7.417500000000004
A,2025-05-23,46.2152,41.3966,38.7103,7.504900000000006
A,2025-05-27,39.7583,38.8174,36.6121,3.1462000000000003
A,2025-05-28,43.0545,40.0139,37.3929,5.6616
A,2025-05-29,37.3164,31.214,29.3887,7.9277000000000015
A,2025-05-30,36.3263,32.4969,28.7713,7.555000000000003
A,2025-06-02,37.0774,30.7434,28.9365,8.140899999999998
A,2025-06-03,34.0015,29.7617,28.2936,5.707899999999999
A,2025-06-04,33.5257,26.6097,28.0804,5.4453
A,2025-06-05,33.7509,29.2792,28.4923,5.258600000000001
A,2025-06-06,33.5012,31.4368,27.6154,5.885799999999996
A,2025-06-09,33.7199,29.109,27.5661,6.153800000000004
A,2025-06-10,34.1826,29.8617,27.6097,6.572900000000001
A,2025-06-11,33.9152,29.6576,27.6689,6.246299999999998
A,2025-06-12,34.7832,29.8166,27.7165,7.066700000000001
A,2025-06-13,35.1814,31.8436,27.972,7.209399999999995
A,2025-06-16,34.6522,28.6717,27.3628,7.2894000000000005
A,2025-06-17,36.5594,30.2619,28.0091,8.550299999999996
A,2025-06-18,34.6163,29.7707,27.0558,7.560500000000001
A,2025-06-20,34.3063,29.0613,27.0579,7.2484
A,2025-06-23,32.4579,26.5102,26.9071,5.550800000000002
A,2025-06-24,32.2921,27.0013,24.0601,8.232
A,2025-06-25,31.716,28.9437,25.9212,5.794800000000002
A,2025-06-26,32.3416,27.6829,27.5863,4.755299999999998
A,2025-06-27,31.763,26.5697,25.2728,6.4902000000000015
A,2025-06-30,31.0149,29.2416,29.2968,1.7180999999999997
A,2025-07-01,32.634,27.8967,27.6674,4.9666
A,2025-07-02,33.7348,28.2137,24.4893,9.2455
A,2025-07-03,32.6228,30.4481,26.487,6.1358
A,2025-07-07,32.2488,28.5843,26.4807,5.768100000000004
A,2025-07-08,33.1344,28.7664,28.1113,5.0230999999999995
A,2025-07-09,32.9628,29.0532,26.5432,6.419600000000003
A,2025-07-10,32.8207,29.0032,26.3302,6.490500000000001
A,2025-07-11,32.8027,28.583,25.9397,6.863000000000003
A,2025-07-14,31.5766,28.9595,23.9283,7.648299999999999
A,2025-07-15,34.0118,27.5077,28.2795,5.732300000000002
A,2025-07-16,34.6881,31.1361,27.698,6.990099999999998
A,2025-07-17,35.0699,29.9608,28.2305,6.839399999999998
A,2025-07-18,35.7072,32.1029,28.8802,6.827000000000002
A,2025-07-21,34.0672,31.1526,27.1583,6.908899999999999
A,2025-07-22,34.8595,30.9058,30.2384,4.621099999999998
A,2025-07-23,34.9054,30.8553,28.9271,5.978300000000001
A,2025-07-24,32.9896,30.7941,29.6123,3.3773000000000017
A,2025-07-25,33.6241,30.3787,27.2347,6.389399999999998
A,2025-07-28,33.2551,30.6545,29.4761,3.779
A,2025-07-29,31.4196,31.1631,28.6707,2.748899999999999
A,2025-07-30,33.6517,30.8246,30.9931,2.6586
A,2025-07-31,35.3893,32.5449,32.3295,3.0597999999999956
A,2025-08-01,36.618,34.888,34.5913,2.0267000000000053
A,2025-08-04,35.3723,32.6736,30.4221,4.950200000000002
A,2025-08-05,34.3502,32.272,31.2504,3.099800000000002
A,2025-08-06,35.0696,32.6364,33.0157,2.0538999999999987
A,2025-08-07,35.9236,33.2764,33.1146,2.8089999999999975
A,2025-08-08,34.9248,32.326,32.1488,2.7759999999999962
A,2025-08-11,34.9575,32.4393,30.2047,4.752800000000004
A,2025-08-12,34.4446,31.37,31.1635,3.281100000000002
A,2025-08-13,35.1948,31.9434,32.8729,2.3218999999999994
A,2025-08-14,35.2382,32.9813,31.2183,4.0199
A,2025-08-15,35.3721,32.2234,26.3089,9.063200000000002
A,2025-08-18,36.0287,33.1557,29.6466,6.382100000000001
A,2025-08-19,37.2012,33.9733,31.3996,5.8016000000000005
A,2025-08-20,36.7264,33.2473,31.5849,5.141499999999997
A,2025-08-21,36.9138,34.4507,32.8653,4.048500000000004
A,2025-08-22,36.2789,32.524,30.4222,5.8567
A,2025-08-25,35.2105,33.5523,32.1326,3.0779000000000067
A,2025-08-26,37.4218,34.1566,33.7472,3.674599999999998
A,2025-08-27,38.6817,35.886,31.7521,6.929600000000001
A,2025-08-28,31.0641,26.1361,25.0724,5.991700000000002
A,2025-08-29,31.7744,27.6229,25.3278,6.4466
A,2025-09-02,31.7325,26.7358,25.2199,6.512600000000003
A,2025-09-03,31.6429,27.4301,24.6815,6.961400000000001
A,2025-09-04,31.1414,27.8027,24.7332,6.408200000000001
A,2025-09-05,31.1619,26.9352,24.6987,6.4632000000000005
A,2025-09-08,31.4775,27.4272,27.3268,4.1507000000000005
A,2025-09-09,31.1179,27.2766,25.3644,5.753499999999999
A,2025-09-10,32.1991,27.8647,26.5514,5.6477
A,2025-09-11,31.2583,27.8311,26.3015,4.956799999999998
A,2025-09-12,31.0608,27.5976,26.2636,4.7972
A,2025-09-15,31.7183,28.5465,26.0574,5.660899999999998
A,2025-09-16,31.3525,26.5248,24.8008,6.5517
A,2025-09-17,32.4728,26.5312,23.3172,9.1556
A,2025-09-18,31.5363,28.7023,23.8998,7.636500000000002
A,2025-09-19,31.8426,28.1829,25.464,6.378600000000002
A,2025-09-22,30.93,28.0508,24.177,6.753
A,2025-09-23,32.4,28.1799,24.8127,7.587299999999999
A,2025-09-24,34.5029,30.0529,27.7848,6.718099999999996
A,2025-09-25,30.0528,29.5769,27.6381,2.4147
A,2025-09-26,32.3475,28.2326,25.219,7.128499999999995
A,2025-09-29,31.6976,28.4673,24.5016,7.1960000000000015
A,2025-09-30,33.9659,29.8281,26.5999,7.365999999999996
A,2025-10-01,37.0405,33.9935,33.8085,3.2319999999999993
A,2025-10-02,35.0114,32.3233,30.4138,4.5976000000000035
A,2025-10-03,38.9551,32.7106,30.641,8.314100000000003
A,2025-10-06,31.347,31.6694,30.2104,1.1366000000000014
A,2025-10-07,35.8099,32.3228,31.36,4.4498999999999995
A,2025-10-08,35.5449,33.2889,29.7322,5.8126999999999995
A,2025-10-09,35.0554,31.6633,29.712,5.343399999999999
A,2025-10-10,40.7246,34.0814,34.0583,6.6663
A,2025-10-13,35.1045,33.2673,29.06,6.044500000000003
A,2025-10-14,34.484,31.8041,29.193,5.291
A,2025-10-15,36.5318,31.16,28.4924,8.039399999999997
A,2025-10-16,36.3847,32.4982,29.1111,7.273600000000002
A,2025-10-17,35.517,30.6941,28.0925,7.424500000000002
A,2025-10-20,34.7567,30.613,28.5968,6.1599
A,2025-10-21,33.2339,29.6336,27.2069,6.0269999999999975
A,2025-10-22,37.1888,26.6318,28.9438,8.245000000000001
A,2025-10-23,35.234,30.7285,26.2416,8.992400000000004
A,2025-10-24,34.4387,29.3444,26.1337,8.304999999999996
A,2025-10-27,32.6835,29.89,29.6001,3.083400000000001
A,2025-10-28,34.8937,30.026,29.7206,5.173100000000002
A,2025-10-29,34.9012,31.6922,32.4898,2.4114000000000004
A,2025-10-30,36.4466,32.3108,32.3924,4.0541999999999945
A,2025-10-31,36.4269,31.7003,29.7621,6.664800000000003
A,2025-11-03,34.7237,33.5251,30.9944,3.729300000000002
A,2025-11-04,35.9902,32.6899,32.081,3.9091999999999985
A,2025-11-05,37.0051,31.898,31.7695,5.235599999999998
A,2025-11-06,35.0628,32.9513,32.3671,2.695700000000002
A,2025-11-07,36.6068,32.6768,33.1541,3.4527
A,2025-11-10,36.9993,32.4662,31.7368,5.262499999999999
A,2025-11-11,36.119,32.7409,33.0152,3.1037999999999997
A,2025-11-12,36.8246,31.8738,32.8529,3.9716999999999985
A,2025-11-13,37.9702,34.53,34.6228,3.3474000000000004
A,2025-11-14,38.347,34.1979,34.7825,3.5645000000000024
A,2025-11-17,38.4153,35.4388,34.997,3.418300000000002
A,2025-11-18,39.0128,36.3582,35.9946,3.0182
A,2025-11-19,39.5086,37.5949,35.9989,3.5097000000000023
A,2025-11-20,40.2395,37.9679,35.7493,4.4902000000000015
A,2025-11-21,41.6685,37.9313,35.5942,6.074300000000001
A,2025-11-24,37.4115,35.219,32.8734,4.5381
A,2025-11-25,31.0393,27.7668,26.0005,5.038800000000002
A,2025-11-26,30.1278,27.3507,25.0672,5.060600000000001
A,2025-11-28,30.842,26.4668,24.5132,6.3287999999999975
A,2025-12-01,30.1377,25.866,24.4959,5.6418
A,2025-12-02,31.0873,26.6521,23.7897,7.297599999999999
A,2025-12-03,31.6556,26.1296,24.4554,7.200199999999999
A,2025-12-04,30.6761,26.6537,24.6164,6.059700000000003
A,2025-12-05,31.8847,28.4484,26.5422,5.342499999999998
A,2025-12-08,32.0625,27.5571,26.2504,5.812100000000001
A,2025-12-09,33.1464,27.3745,26.4548,6.691600000000001
A,2025-12-10,32.0078,27.8382,26.2114,5.796400000000002
A,2025-12-11,32.179,27.3778,26.3284,5.850600000000004
A,2025-12-12,32.6908,27.7857,27.2078,5.483000000000004
A,2025-12-15,31.8288,28.2906,23.7221,8.1067
A,2025-12-16,31.5409,26.8103,24.1929,7.347999999999999
A,2025-12-17,32.1154,28.315,25.2738,6.8416
A,2025-12-18,32.715,27.7525,24.3482,8.366800000000005
A,2025-12-19,34.6317,26.9083,24.6066,10.025100000000002
A,2025-12-22,31.7814,25.857,23.435,8.346400000000003
A,2025-12-23,31.7804,26.1165,23.6678,8.1126
A,2025-12-24,31.6681,25.958,24.3297,7.3384
A,2025-12-26,31.4317,25.8332,23.6517,7.779999999999998
A,2025-12-29,30.2091,26.8445,24.3386,5.8705
A,2025-12-30,30.5867,26.3382,23.4244,7.162300000000002
A,2025-12-31,30.6955,26.2271,23.4896,7.2059
A,2026-01-02,30.4406,26.0776,24.4241,6.016500000000001
A,2026-01-05,30.8424,25.3815,23.0534,7.7890000000000015
A,2026-01-06,29.9782,27.4683,26.6388,3.3394000000000013
A,2026-01-07,32.242,27.865,28.8578,3.3841999999999963
A,2026-01-08,31.6888,29.7119,31.6055,0.08330000000000126
A,2026-01-09,32.5223,29.1704,27.6965,4.825800000000001
A,2026-01-12,32.5314,28.1261,27.4593,5.072099999999999
A,2026-01-13,31.9321,26.7035,26.0374,5.894699999999997
A,2026-01-14,30.6687,26.1478,27.9803,2.6884000000000015
A,2026-01-15,30.2385,26.6044,28.1807,2.0577999999999967
A,2026-01-16,36.8949,26.9565,27.7363,9.1586
A,2026-01-20,33.0472,28.8781,26.3847,6.662499999999998
A,2026-01-21,32.1942,27.9945,25.7709,6.423300000000001
A,2026-01-22,31.8925,27.6541,26.7656,5.126899999999999
A,2026-01-23,32.6122,28.603,27.9736,4.6386
A,2026-01-26,32.7855,28.531,27.68,5.105499999999999
A,2026-01-27,33.2011,29.0818,27.696,5.505099999999995
A,2026-01-28,34.0547,29.7511,28.112,5.9426999999999985
A,2026-01-29,33.6478,29.9412,28.7248,4.922999999999998
A,2026-01-30,34.7018,29.8207,29.1032,5.598599999999998
A,2026-02-02,35.6769,29.5408,28.1204,7.556500000000003
A,2026-02-03,33.9354,30.9807,31.4542,2.481200000000001
A,2026-02-04,36.9557,32.1867,30.8765,6.0792
A,2026-02-05,35.9945,34.7887,33.8911,2.1034000000000006
A,2026-02-06,34.7334,32.2057,31.3291,3.4043000000000028
A,2026-02-09,36.1738,32.1499,31.016,5.157800000000002
A,2026-02-10,36.6641,32.3902,31.0157,5.648399999999999
A,2026-02-11,37.8401,33.5548,31.6095,6.230599999999999
A,2026-02-12,41.9442,37.4945,36.115,5.8292
A,2026-02-13,39.6968,35.5862,35.9966,3.7002000000000024
A,2026-02-17,41.4928,36.6562,35.364,6.128800000000005
A,2026-02-18,41.0471,34.7378,33.9262,7.120899999999999
A,2026-02-19,41.9746,36.5799,35.7951,6.179500000000004
A,2026-02-20,40.6015,37.5943,35.969,4.6325
A,2026-02-23,39.2251,34.9116,33.3201,5.905000000000001
A,2026-02-24,39.8035,36.8816,33.8494,5.954099999999997
A,2026-02-25,39.2831,36.1046,37.1181,2.164999999999999
A,2026-02-26,35.6583,31.8371,26.6908,8.967499999999998
A,2026-02-27,35.1274,31.0573,28.6128,6.5146000000000015
A,2026-03-02,35.4278,32.2463,31.9672,3.4605999999999995
A,2026-03-03,36.3131,31.8021,29.794,6.519099999999998
A,2026-03-04,35.1331,30.8728,28.8432,6.289899999999999
A,2026-03-05,37.9095,31.9846,28.9134,8.996100000000002
A,2026-03-06,31.5299,33.1033,34.6396,-3.1097
A,2026-03-09,30.546,27.2773,30.4956,0.05039999999999978
A,2026-03-10,35.3588,31.182,30.1139,5.244900000000001
A,2026-03-11,36.2093,31.3829,31.4586,4.750699999999998
A,2026-03-12,38.7016,34.7768,33.3155,5.386099999999999
A,2026-03-13,39.8829,34.5346,31.4675,8.415399999999998
A,2026-03-16,38.5998,34.6857,30.9304,7.669400000000003
A,2026-03-17,37.3655,31.4878,30.6785,6.686999999999998
A,2026-03-18,39.3843,33.3605,32.1723,7.212000000000003
A,2026-03-19,39.3476,32.8228,31.0371,8.310500000000001
A,2026-03-20,40.0521,35.2303,31.3669,8.685200000000002
A,2026-03-23,39.1698,34.1205,30.4409,8.728900000000003
A,2026-03-24,38.6662,33.2065,29.9587,8.707500000000003
A,2026-03-25,38.8995,34.2963,31.2102,7.689300000000003
A,2026-03-26,40.1335,34.8495,32.4781,7.6554
A,2026-03-27,40.826,37.559,35.7671,5.058900000000001
A,2026-03-30,42.0278,36.9363,34.1364,7.891399999999997
A,2026-03-31,41.8596,34.4064,31.3492,10.5104
A,2026-04-01,39.8464,34.7828,31.8136,8.032800000000002
A,2026-04-02,40.8597,35.5373,31.6789,9.180799999999998
A,2026-04-06,39.5559,34.1853,31.1694,8.386500000000002
A,2026-04-07,41.217,34.8188,31.7549,9.4621
A,2026-04-08,37.3402,31.5139,28.2644,9.075800000000005
A,2026-04-09,37.8619,31.313,30.6726,7.189299999999999
A,2026-04-10,37.5233,31.6169,29.9942,7.5291
A,2026-04-13,37.0112,30.9802,28.3538,8.657400000000003
A,2026-04-14,35.1632,29.7799,27.7203,7.442900000000002
A,2026-04-15,35.0146,30.2604,28.5711,6.4435
A,2026-04-16,35.601,31.2366,29.0672,6.533799999999999
A,2026-04-17,34.816,30.0816,27.3816,7.434400000000004
A,2026-04-20,34.346,31.5875,26.8378,7.508199999999995
A,2026-04-21,35.4211,31.4673,28.5934,6.827700000000004
A,2026-04-22,36.4587,32.2075,29.3928,7.065899999999999
A,2026-04-23,38.3422,33.848,32.2673,6.0748999999999995
A,2026-04-24,37.632,34.0642,33.5475,4.0844999999999985
A,2026-04-27,37.2474,34.2191,32.2115,5.035899999999998
A,2026-04-28,37.0313,34.7844,32.3387,4.692599999999999
A,2026-04-29,39.5046,34.9517,33.3887,6.1159000000000034
A,2026-04-30,38.6235,34.4387,31.9565,6.667000000000002
A,2026-05-01,35.5753,34.9126,33.0385,2.5367999999999995
A,2026-05-04,39.6381,35.7116,34.2786,5.359500000000004
A,2026-05-05,39.8186,35.3818,34.2325,5.586100000000002
A,2026-05-06,40.7736,36.7603,34.0791,6.694500000000005
A,2026-05-07,39.4018,36.8119,34.8071,4.594700000000003
A,2026-05-08,42.5299,36.8681,36.2761,6.253799999999998
