ticker,session,iv
A,2025-01-27,24.7766
A,2025-01-28,26.3271
A,2025-01-29,25.2723
A,2025-01-30,25.3633
A,2025-01-31,26.6724
A,2025-02-03,26.9477
A,2025-02-04,26.3218
A,2025-02-05,26.7953
A,2025-02-06,26.0239
A,2025-02-07,26.7703
A,2025-02-10,26.6796
A,2025-02-11,26.9069
A,2025-02-12,26.4584
A,2025-02-13,28.2914
A,2025-02-14,26.8234
A,2025-02-18,27.7171
A,2025-02-19,27.3104
A,2025-02-20,27.4175
A,2025-02-21,27.6595
A,2025-02-24,27.8071
A,2025-02-25,28.8844
A,2025-02-26,27.0478
A,2025-02-27,26.1564
A,2025-02-28,26.044
A,2025-03-03,27.1775
A,2025-03-04,28.1171
A,2025-03-05,28.6465
A,2025-03-06,29.7817
A,2025-03-07,29.2726
A,2025-03-10,31.7397
A,2025-03-11,31.2201
A,2025-03-12,31.7347
A,2025-03-13,31.3992
A,2025-03-14,32.0693
A,2025-03-17,29.3605
A,2025-03-18,29.2515
A,2025-03-19,28.5886
A,2025-03-20,29.1426
A,2025-03-21,29.3395
A,2025-03-24,28.1224
A,2025-03-25,27.1076
A,2025-03-26,29.717
A,2025-03-27,29.0919
A,2025-03-28,31.0214
A,2025-03-31,31.1204
A,2025-04-01,31.3504
A,2025-04-02,30.7981
A,2025-04-03,37.031
A,2025-04-04,42.8437
A,2025-04-07,46.5834
A,2025-04-08,53.1244
A,2025-04-09,37.5
A,2025-04-10,51.4248
A,2025-04-11,46.5485
A,2025-04-14,41.6312
A,2025-04-15,39.8137
A,2025-04-16,42.069
A,2025-04-17,39.5112
A,2025-04-21,43.1729
A,2025-04-22,38.8378
A,2025-04-23,39.429
A,2025-04-24,37.0485
A,2025-04-25,36.697
A,2025-04-28,36.7088
A,2025-04-29,36.2639
A,2025-04-30,36.1038
A,2025-05-01,37.146
A,2025-05-02,36.985
A,2025-05-05,37.0156
A,2025-05-06,38.7031
A,2025-05-07,38.0975
A,2025-05-08,37.9756
A,2025-05-09,37.8046
A,2025-05-12,34.5436
A,2025-05-13,36.1383
A,2025-05-14,36.4227
A,2025-05-15,36.0973
A,2025-05-16,36.3651
A,2025-05-19,35.593
A,2025-05-20,35.7987
A,2025-05-21,35.9289
A,2025-05-22,36.4786
A,2025-05-23,35.0722
A,2025-05-27,34.9098
A,2025-05-28,35.6566
A,2025-05-29,32.0835
A,2025-05-30,31.3967
A,2025-06-02,31.9526
A,2025-06-03,30.9632
A,2025-06-04,35.1187
A,2025-06-05,32.3964
A,2025-06-06,31.7662
A,2025-06-09,30.6827
A,2025-06-10,31.1757
A,2025-06-11,33.0098
A,2025-06-12,30.9406
A,2025-06-13,31.5882
A,2025-06-16,30.1067
A,2025-06-17,31.1526
A,2025-06-18,32.2127
A,2025-06-20,31.9908
A,2025-06-23,31.083
A,2025-06-24,29.4622
A,2025-06-25,29.1274
A,2025-06-26,29.5838
A,2025-06-27,29.2857
A,2025-06-30,29.2832
A,2025-07-01,29.1114
A,2025-07-02,29.4012
A,2025-07-03,30.9125
A,2025-07-07,30.7129
A,2025-07-08,29.4022
A,2025-07-09,28.1125
A,2025-07-10,30.6847
A,2025-07-11,29.5952
A,2025-07-14,29.167
A,2025-07-15,30.7998
A,2025-07-16,30.6031
A,2025-07-17,31.7318
A,2025-07-18,31.552
A,2025-07-21,31.0546
A,2025-07-22,30.3467
A,2025-07-23,30.5945
A,2025-07-24,31.2123
A,2025-07-25,30.4008
A,2025-07-28,30.1625
A,2025-07-29,31.9149
A,2025-07-30,32.662
A,2025-07-31,31.5394
A,2025-08-01,33.5448
A,2025-08-04,31.4754
A,2025-08-05,31.8121
A,2025-08-06,31.8929
A,2025-08-07,31.7275
A,2025-08-08,31.9305
A,2025-08-11,31.0708
A,2025-08-12,30.0766
A,2025-08-13,31.5143
A,2025-08-14,31.5573
A,2025-08-15,31.4048
A,2025-08-18,31.9051
A,2025-08-19,32.9278
A,2025-08-20,30.727
A,2025-08-21,31.5156
A,2025-08-22,29.9297
A,2025-08-25,30.2986
A,2025-08-26,31.5739
A,2025-08-27,28.3518
A,2025-08-28,27.2654
A,2025-08-29,28.3198
A,2025-09-02,28.7019
A,2025-09-03,28.3765
A,2025-09-04,28.1237
A,2025-09-05,27.8572
A,2025-09-08,29.1562
A,2025-09-09,28.6176
A,2025-09-10,28.7481
A,2025-09-11,28.7102
A,2025-09-12,28.8897
A,2025-09-15,29.4834
A,2025-09-16,29.0113
A,2025-09-17,29.9193
A,2025-09-18,29.4904
A,2025-09-19,31.575
A,2025-09-22,27.7671
A,2025-09-23,29.7119
A,2025-09-24,31.1247
A,2025-09-25,31.1407
A,2025-09-26,29.9139
A,2025-09-29,30.0563
A,2025-09-30,30.6902
A,2025-10-01,32.674
A,2025-10-02,32.1411
A,2025-10-03,32.9811
A,2025-10-06,32.056
A,2025-10-07,32.7372
A,2025-10-08,32.3745
A,2025-10-09,32.6244
A,2025-10-10,35.3567
A,2025-10-13,33.9486
A,2025-10-14,34.8502
A,2025-10-15,34.4299
A,2025-10-16,33.4865
A,2025-10-17,32.3723
A,2025-10-20,32.5272
A,2025-10-21,31.0092
A,2025-10-22,32.1838
A,2025-10-23,30.7442
A,2025-10-24,30.1615
A,2025-10-27,31.07
A,2025-10-28,30.9628
A,2025-10-29,33.1929
A,2025-10-30,33.3977
A,2025-10-31,32.5611
A,2025-11-03,32.0213
A,2025-11-04,32.254
A,2025-11-05,32.6476
A,2025-11-06,31.9522
A,2025-11-07,32.5654
A,2025-11-10,31.376
A,2025-11-11,30.8905
A,2025-11-12,32.3397
A,2025-11-13,32.4619
A,2025-11-14,32.6173
A,2025-11-17,32.6922
A,2025-11-18,33.6659
A,2025-11-19,33.6223
A,2025-11-20,33.9473
A,2025-11-21,34.8842
A,2025-11-24,31.2495
A,2025-11-25,28.626
A,2025-11-26,28.8781
A,2025-11-28,27.4455
A,2025-12-01,27.1817
A,2025-12-02,28.2504
A,2025-12-03,28.3448
A,2025-12-04,27.5232
A,2025-12-05,28.424
A,2025-12-08,30.2499
A,2025-12-09,29.6903
A,2025-12-10,29.3837
A,2025-12-11,29.3403
A,2025-12-12,30.077
A,2025-12-15,29.3305
A,2025-12-16,29.225
A,2025-12-17,30.0359
A,2025-12-18,29.4006
A,2025-12-19,29.538
A,2025-12-22,28.3011
A,2025-12-23,28.898
A,2025-12-24,27.759
A,2025-12-26,27.9895
A,2025-12-29,28.2582
A,2025-12-30,28.3207
A,2025-12-31,28.246
A,2026-01-02,28.2451
A,2026-01-05,27.4795
A,2026-01-06,28.533
A,2026-01-07,29.8531
A,2026-01-08,29.6361
A,2026-01-09,31.4879
A,2026-01-12,28.3587
A,2026-01-13,27.8585
A,2026-01-14,28.8636
A,2026-01-15,29.2762
A,2026-01-16,29.3319
A,2026-01-20,30.8176
A,2026-01-21,29.5529
A,2026-01-22,28.7371
A,2026-01-23,29.2555
A,2026-01-26,29.3796
A,2026-01-27,29.0164
A,2026-01-28,31.1575
A,2026-01-29,28.924
A,2026-01-30,29.4602
A,2026-02-02,29.3645
A,2026-02-03,31.3855
A,2026-02-04,30.1627
A,2026-02-05,32.1928
A,2026-02-06,31.0435
A,2026-02-09,29.7332
A,2026-02-10,29.6261
A,2026-02-11,30.3849
A,2026-02-12,33.1344
A,2026-02-13,32.5967
A,2026-02-17,32.7266
A,2026-02-18,31.955
A,2026-02-19,33.2671
A,2026-02-20,33.3722
A,2026-02-23,32.7277
A,2026-02-24,33.8539
A,2026-02-25,33.1062
A,2026-02-26,31.1519
A,2026-02-27,31.7029
A,2026-03-02,32.2877
A,2026-03-03,32.1116
A,2026-03-04,32.2312
A,2026-03-05,33.044
A,2026-03-06,32.4158
A,2026-03-09,33.1678
A,2026-03-10,32.8839
A,2026-03-11,32.7152
A,2026-03-12,35.2916
A,2026-03-13,35.0972
A,2026-03-16,34.5969
A,2026-03-17,34.7845
A,2026-03-18,34.8529
A,2026-03-19,34.8828
A,2026-03-20,36.3762
A,2026-03-23,36.1597
A,2026-03-24,35.1957
A,2026-03-25,36.232
A,2026-03-26,36.2119
A,2026-03-27,38.1165
A,2026-03-30,36.8133
A,2026-03-31,35.7028
A,2026-04-01,36.6841
A,2026-04-02,36.7777
A,2026-04-06,35.1811
A,2026-04-07,36.0699
A,2026-04-08,34.2655
A,2026-04-09,33.8651
A,2026-04-10,32.8046
A,2026-04-13,32.3693
A,2026-04-14,31.5352
A,2026-04-15,32.9661
A,2026-04-16,33.4534
A,2026-04-17,32.8028
A,2026-04-20,30.4369
A,2026-04-21,32.4095
A,2026-04-22,34.278
A,2026-04-23,34.649
A,2026-04-24,34.3803
A,2026-04-27,34.6254
A,2026-04-28,34.833
A,2026-04-29,34.8755
A,2026-04-30,34.8461
A,2026-05-01,34.4413
A,2026-05-04,33.9518
A,2026-05-05,33.7225
A,2026-05-06,34.6364
A,2026-05-07,35.2585
A,2026-05-08,36.6397
A,2026-05-11,34.8489
A,2026-05-12,36.575
A,2026-05-13,38.5243
A,2026-05-14,37.6784
A,2026-05-15,36.8294
A,2026-05-18,37.6995
A,2026-05-19,38.4335
A,2026-05-20,38.2054
A,2026-05-21,36.3926
A,2026-05-22,37.2215
A,2026-05-26,37.7549
A,2026-05-27,37.7154
A,2026-05-28,33.8565
A,2026-05-29,33.9118
A,2026-06-01,34.842
A,2026-06-02,33.5315
A,2026-06-03,34.2884
A,2026-06-04,35.7237
A,2026-06-05,34.7962
A,2026-06-08,33.3553
A,2026-06-09,34.9601
A,2026-06-10,34.5881
A,2026-06-11,35.2616
A,2026-06-12,34.6332
A,2026-06-15,33.6753
A,2026-06-16,31.9899
A,2026-06-17,33.9767
A,2026-06-18,33.9417
A,2026-06-22,33.6701
A,2026-06-23,33.5434
A,2026-06-24,33.8726
A,2026-06-25,34.7416
A,2026-06-26,34.4751
A,2026-06-29,32.8672
A,2026-06-30,33.3414
A,2026-07-01,33.7939
A,2026-07-02,32.8911
A,2026-07-06,33.4662
A,2026-07-07,34.0302
A,2026-07-08,33.8235
A,2026-07-09,33.4093
A,2026-07-10,32.8182
A,2026-07-13,33.8355
A,2026-07-14,34.162
A,2026-07-15,33.6636
A,2026-07-16,33.2875
A,2026-07-17,33.294
A,2026-07-20,33.0514
A,2026-07-21,32.8168
A,2026-07-22,33.7523
A,2026-07-23,33.3073
A,2026-07-24,32.6894
A,2026-07-27,32.9559
A,2026-07-28,32.7753
A,2026-07-29,32.9135
A,2026-07-30,32.6196
A,2026-07-31,32.3772
A,2026-08-03,32.708
A,2026-08-04,33.4672
A,2026-08-05,33.3588
A,2026-08-06,33.2127
A,2026-08-07,32.1566
A,2026-08-10,33.3006
A,2026-08-11,33.0587
A,2026-08-12,32.0508
A,2026-08-13,32.5218
A,2026-08-14,32.5124
A,2026-08-17,31.1554
A,2026-08-18,31.7988
A,2026-08-19,31.5527
A,2026-08-20,33.9237
A,2026-08-21,33.2001
AAPL,2024-08-01,26.2654
AAPL,2024-08-02,27.2132
AAPL,2024-08-05,31.7459
AAPL,2024-08-06,28.4261
AAPL,2024-08-07,29.0693
AAPL,2024-08-08,27.2462
AAPL,2024-08-09,26.0813
AAPL,2024-08-12,25.7159
AAPL,2024-08-13,24.9498
AAPL,2024-08-14,24.191
AAPL,2024-08-15,23.9291
AAPL,2024-08-16,23.7724
AAPL,2024-08-19,23.0919
AAPL,2024-08-20,23.4456
AAPL,2024-08-21,23.6514
AAPL,2024-08-22,24.5032
AAPL,2024-08-23,23.7426
AAPL,2024-08-26,23.6761
AAPL,2024-08-27,23.413
AAPL,2024-08-28,23.9724
AAPL,2024-08-29,24.4216
AAPL,2024-08-30,23.6255
AAPL,2024-09-03,25.4628
AAPL,2024-09-04,25.8142
AAPL,2024-09-05,25.9626
AAPL,2024-09-06,27.2161
AAPL,2024-09-09,26.0776
AAPL,2024-09-10,25.9067
AAPL,2024-09-11,24.9171
AAPL,2024-09-12,24.7257
AAPL,2024-09-13,24.4924
AAPL,2024-09-16,24.8037
AAPL,2024-09-17,24.8438
AAPL,2024-09-18,24.6056
AAPL,2024-09-19,23.8947
AAPL,2024-09-20,23.2874
AAPL,2024-09-23,23.0984
AAPL,2024-09-24,22.9147
AAPL,2024-09-25,23.4567
AAPL,2024-09-26,23.348
AAPL,2024-09-27,23.7842
AAPL,2024-09-30,23.2991
AAPL,2024-10-01,24.2638
AAPL,2024-10-02,23.8694
AAPL,2024-10-03,24.1128
AAPL,2024-10-04,23.7033
AAPL,2024-10-07,24.8243
AAPL,2024-10-08,23.8273
AAPL,2024-10-09,23.1886
AAPL,2024-10-10,23.3969
AAPL,2024-10-11,23.2795
AAPL,2024-10-14,22.384
AAPL,2024-10-15,22.8937
AAPL,2024-10-16,22.6424
AAPL,2024-10-17,22.3357
AAPL,2024-10-18,22.3024
AAPL,2024-10-21,21.9498
AAPL,2024-10-22,22.2961
AAPL,2024-10-23,23.6201
AAPL,2024-10-24,23.7592
AAPL,2024-10-25,24.117
AAPL,2024-10-28,24.0519
AAPL,2024-10-29,24.0038
AAPL,2024-10-30,24.5589
AAPL,2024-10-31,25.9177
AAPL,2024-11-01,24.398
AAPL,2024-11-04,23.967
AAPL,2024-11-05,23.4577
AAPL,2024-11-06,21.9147
AAPL,2024-11-07,20.8474
AAPL,2024-11-08,20.8694
AAPL,2024-11-11,21.7121
AAPL,2024-11-12,21.8234
AAPL,2024-11-13,20.9137
AAPL,2024-11-14,21.747
AAPL,2024-11-15,22.7586
AAPL,2024-11-18,22.1392
AAPL,2024-11-19,22.1804
AAPL,2024-11-20,22.7804
AAPL,2024-11-21,23.0651
AAPL,2024-11-22,22.7058
AAPL,2024-11-25,21.7002
AAPL,2024-11-26,21.3244
AAPL,2024-11-27,21.471
AAPL,2024-11-29,20.9039
AAPL,2024-12-02,21.6353
AAPL,2024-12-03,20.9343
AAPL,2024-12-04,20.7124
AAPL,2024-12-05,21.0799
AAPL,2024-12-06,20.8419
AAPL,2024-12-09,21.1298
AAPL,2024-12-10,21.3932
AAPL,2024-12-11,21.3811
AAPL,2024-12-12,21.547
AAPL,2024-12-13,21.6418
AAPL,2024-12-16,22.035
AAPL,2024-12-17,21.9808
AAPL,2024-12-18,23.7588
AAPL,2024-12-19,24.306
AAPL,2024-12-20,22.5884
AAPL,2024-12-23,21.5649
AAPL,2024-12-24,21.0931
AAPL,2024-12-26,21.7516
AAPL,2024-12-27,22.0962
AAPL,2024-12-30,22.0685
AAPL,2024-12-31,21.7977
AAPL,2025-01-02,22.7858
AAPL,2025-01-03,22.2776
AAPL,2025-01-06,21.5111
AAPL,2025-01-07,22.9292
AAPL,2025-01-08,22.7283
AAPL,2025-01-10,23.6249
AAPL,2025-01-13,23.3664
AAPL,2025-01-14,23.4156
AAPL,2025-01-15,21.7779
AAPL,2025-01-16,23.7992
AAPL,2025-01-17,23.4358
AAPL,2025-01-21,24.0154
AAPL,2025-01-22,24.3927
AAPL,2025-01-23,24.2387
AAPL,2025-01-24,24.4067
AAPL,2025-01-27,25.1194
AAPL,2025-01-28,24.6187
AAPL,2025-01-29,24.5032
AAPL,2025-01-30,24.6968
AAPL,2025-01-31,24.3763
AAPL,2025-02-03,24.2254
AAPL,2025-02-04,23.1873
AAPL,2025-02-05,23.6004
AAPL,2025-02-06,22.9519
AAPL,2025-02-07,24.1921
AAPL,2025-02-10,23.4605
AAPL,2025-02-11,23.3831
AAPL,2025-02-12,23.6075
AAPL,2025-02-13,23.461
AAPL,2025-02-14,23.1381
AAPL,2025-02-18,22.8588
AAPL,2025-02-19,22.5657
AAPL,2025-02-20,22.8887
AAPL,2025-02-21,23.7405
AAPL,2025-02-24,23.7934
AAPL,2025-02-25,24.4584
AAPL,2025-02-26,24.8923
AAPL,2025-02-27,26.9039
AAPL,2025-02-28,25.1107
AAPL,2025-03-03,26.5179
AAPL,2025-03-04,26.3969
AAPL,2025-03-05,26.6409
AAPL,2025-03-06,28.4363
AAPL,2025-03-07,27.5097
AAPL,2025-03-10,30.8414
AAPL,2025-03-11,30.3428
AAPL,2025-03-12,30.1038
AAPL,2025-03-13,32.0924
AAPL,2025-03-14,29.2512
AAPL,2025-03-17,28.1783
AAPL,2025-03-18,29.2065
AAPL,2025-03-19,27.985
AAPL,2025-03-20,28.0896
AAPL,2025-03-21,27.867
AAPL,2025-03-24,25.8709
AAPL,2025-03-25,25.6084
AAPL,2025-03-26,26.7927
AAPL,2025-03-27,26.608
AAPL,2025-03-28,28.0462
AAPL,2025-03-31,27.6315
AAPL,2025-04-01,27.7217
AAPL,2025-04-02,27.1421
AAPL,2025-04-03,35.6709
AAPL,2025-04-04,41.9388
AAPL,2025-04-07,44.8147
AAPL,2025-04-08,49.6636
AAPL,2025-04-09,33.3833
AAPL,2025-04-10,44.4614
AAPL,2025-04-11,40.2455
AAPL,2025-04-14,36.7149
AAPL,2025-04-15,34.511
AAPL,2025-04-16,37.5963
AAPL,2025-04-17,36.5955
AAPL,2025-04-21,38.2763
AAPL,2025-04-22,36.1808
AAPL,2025-04-23,35.3852
AAPL,2025-04-24,32.8332
AAPL,2025-04-25,31.7882
AAPL,2025-04-28,31.9818
AAPL,2025-04-29,31.6882
AAPL,2025-04-30,32.8371
AAPL,2025-05-01,31.3529
AAPL,2025-05-02,30.0921
AAPL,2025-05-05,32.278
AAPL,2025-05-06,32.5534
AAPL,2025-05-07,33.2745
AAPL,2025-05-08,32.2958
AAPL,2025-05-09,31.8363
AAPL,2025-05-12,28.0068
AAPL,2025-05-13,27.4136
AAPL,2025-05-14,28.7165
AAPL,2025-05-15,28.5952
AAPL,2025-05-16,27.8646
AAPL,2025-05-19,28.2318
AAPL,2025-05-20,29.5067
AAPL,2025-05-21,31.9923
AAPL,2025-05-22,31.7921
AAPL,2025-05-23,34.5786
AAPL,2025-05-27,31.6604
AAPL,2025-05-28,30.7567
AAPL,2025-05-29,31.7639
AAPL,2025-05-30,30.7981
AAPL,2025-06-02,30.2527
AAPL,2025-06-03,29.7693
AAPL,2025-06-04,29.685
AAPL,2025-06-05,30.6161
AAPL,2025-06-06,29.3982
AAPL,2025-06-09,30.1844
AAPL,2025-06-10,29.2857
AAPL,2025-06-11,30.1977
AAPL,2025-06-12,30.181
AAPL,2025-06-13,31.2565
AAPL,2025-06-16,29.5581
AAPL,2025-06-17,30.3224
AAPL,2025-06-18,29.9004
AAPL,2025-06-20,29.2653
AAPL,2025-06-23,27.6681
AAPL,2025-06-24,27.2964
AAPL,2025-06-25,27.5317
AAPL,2025-06-26,27.4061
AAPL,2025-06-27,27.5779
AAPL,2025-06-30,27.4488
AAPL,2025-07-01,27.1148
AAPL,2025-07-02,26.6055
AAPL,2025-07-03,25.9869
AAPL,2025-07-07,26.6556
AAPL,2025-07-08,26.4716
AAPL,2025-07-09,26.4932
AAPL,2025-07-10,25.8633
AAPL,2025-07-11,25.8603
AAPL,2025-07-14,26.1429
AAPL,2025-07-15,26.3901
AAPL,2025-07-16,25.9739
AAPL,2025-07-17,26.307
AAPL,2025-07-18,25.9849
AAPL,2025-07-21,25.4373
AAPL,2025-07-22,25.5981
AAPL,2025-07-23,26.0542
AAPL,2025-07-24,25.7328
AAPL,2025-07-25,25.2756
AAPL,2025-07-28,25.3322
AAPL,2025-07-29,26.2755
AAPL,2025-07-30,26.8283
AAPL,2025-07-31,27.7037
AAPL,2025-08-01,26.6629
AAPL,2025-08-04,26.1265
AAPL,2025-08-05,26.1944
AAPL,2025-08-06,25.4969
AAPL,2025-08-07,25.0683
AAPL,2025-08-08,24.6082
AAPL,2025-08-11,24.3614
AAPL,2025-08-12,24.2371
AAPL,2025-08-13,23.8278
AAPL,2025-08-14,23.5631
AAPL,2025-08-15,23.4988
AAPL,2025-08-18,23.5299
AAPL,2025-08-19,23.6544
AAPL,2025-08-20,24.2326
AAPL,2025-08-21,24.5031
AAPL,2025-08-22,23.5905
AAPL,2025-08-25,24.102
AAPL,2025-08-26,24.2389
AAPL,2025-08-27,24.2204
AAPL,2025-08-28,23.7157
AAPL,2025-08-29,23.9252
AAPL,2025-09-02,24.2698
AAPL,2025-09-03,23.3831
AAPL,2025-09-04,22.8544
AAPL,2025-09-05,23.1448
AAPL,2025-09-08,23.2593
AAPL,2025-09-09,23.2879
AAPL,2025-09-10,24.8916
AAPL,2025-09-11,23.8164
AAPL,2025-09-12,24.0236
AAPL,2025-09-15,23.9908
AAPL,2025-09-16,23.9138
AAPL,2025-09-17,23.4393
AAPL,2025-09-18,23.9417
AAPL,2025-09-19,24.3501
AAPL,2025-09-22,24.0919
AAPL,2025-09-23,24.6665
AAPL,2025-09-24,24.4384
AAPL,2025-09-25,24.8345
AAPL,2025-09-26,24.667
AAPL,2025-09-29,24.1607
AAPL,2025-09-30,24.1746
AAPL,2025-10-01,24.4707
AAPL,2025-10-02,24.3947
AAPL,2025-10-03,24.2053
AAPL,2025-10-06,24.6684
AAPL,2025-10-07,24.2503
AAPL,2025-10-08,24.1752
AAPL,2025-10-09,24.5289
AAPL,2025-10-10,26.9127
AAPL,2025-10-13,25.5407
AAPL,2025-10-14,26.2262
AAPL,2025-10-15,26.3494
AAPL,2025-10-16,27.2138
AAPL,2025-10-17,26.2371
AAPL,2025-10-20,25.6172
AAPL,2025-10-21,25.2764
AAPL,2025-10-22,25.7574
AAPL,2025-10-23,25.7337
AAPL,2025-10-24,24.802
AAPL,2025-10-27,24.9646
AAPL,2025-10-28,25.0936
AAPL,2025-10-29,25.243
AAPL,2025-10-30,25.3257
AAPL,2025-10-31,24.7724
AAPL,2025-11-03,24.9023
AAPL,2025-11-04,24.9274
AAPL,2025-11-05,24.8421
AAPL,2025-11-06,25.7224
AAPL,2025-11-07,26.1709
AAPL,2025-11-10,25.9147
AAPL,2025-11-11,24.996
AAPL,2025-11-12,25.3764
AAPL,2025-11-13,26.7532
AAPL,2025-11-14,26.2416
AAPL,2025-11-17,26.8159
AAPL,2025-11-18,27.2341
AAPL,2025-11-19,27.5593
AAPL,2025-11-20,28.2234
AAPL,2025-11-21,27.1278
AAPL,2025-11-24,25.3424
AAPL,2025-11-25,25.2618
AAPL,2025-11-26,25.0726
AAPL,2025-11-28,24.6102
AAPL,2025-12-01,24.6741
AAPL,2025-12-02,24.83
AAPL,2025-12-03,25.0935
AAPL,2025-12-04,25.0807
AAPL,2025-12-05,24.4135
AAPL,2025-12-08,24.668
AAPL,2025-12-09,24.6136
AAPL,2025-12-10,24.1079
AAPL,2025-12-11,24.0494
AAPL,2025-12-12,24.1071
AAPL,2025-12-15,23.6085
AAPL,2025-12-16,23.7807
AAPL,2025-12-17,23.99
AAPL,2025-12-18,23.7884
AAPL,2025-12-19,23.749
AAPL,2025-12-22,23.3217
AAPL,2025-12-23,22.649
AAPL,2025-12-24,22.4701
AAPL,2025-12-26,22.6067
AAPL,2025-12-29,22.4729
AAPL,2025-12-30,22.4372
AAPL,2025-12-31,22.9372
AAPL,2026-01-02,23.4014
AAPL,2026-01-05,23.2814
AAPL,2026-01-06,23.9773
AAPL,2026-01-07,24.697
AAPL,2026-01-08,25.3184
AAPL,2026-01-09,24.6206
AAPL,2026-01-12,24.5717
AAPL,2026-01-13,24.5585
AAPL,2026-01-14,25.423
AAPL,2026-01-15,25.2759
AAPL,2026-01-16,25.0153
AAPL,2026-01-20,28.5836
AAPL,2026-01-21,26.9407
AAPL,2026-01-22,26.5567
AAPL,2026-01-23,26.7683
AAPL,2026-01-26,25.8748
AAPL,2026-01-27,26.4653
AAPL,2026-01-28,26.6521
AAPL,2026-01-29,27.2133
AAPL,2026-01-30,25.283
AAPL,2026-02-02,24.1971
AAPL,2026-02-03,24.9058
AAPL,2026-02-04,24.93
AAPL,2026-02-05,26.9389
AAPL,2026-02-06,25.1815
AAPL,2026-02-09,25.0801
AAPL,2026-02-10,24.6976
AAPL,2026-02-11,25.2051
AAPL,2026-02-12,28.5009
AAPL,2026-02-13,28.6044
AAPL,2026-02-17,26.8443
AAPL,2026-02-18,26.4309
AAPL,2026-02-19,27.7115
AAPL,2026-02-20,26.4763
AAPL,2026-02-23,27.1945
AAPL,2026-02-24,27.5196
AAPL,2026-02-25,26.4455
AAPL,2026-02-26,26.8383
AAPL,2026-02-27,28.2078
AAPL,2026-03-02,28.142
AAPL,2026-03-03,29.0481
AAPL,2026-03-04,28.621
AAPL,2026-03-05,29.1107
AAPL,2026-03-06,30.446
AAPL,2026-03-09,29.1119
AAPL,2026-03-10,28.9829
